Minutes     Offsets		            Round-trip Delay
28155368	0.08345746994018555	0.020300865173339844
28155369	0.08272528648376465	0.01721048355102539
28155370	0.08375334739685059	0.026227474212646484
28155371	0.08326268196105957	0.018485546112060547
28155372	0.08496499061584473	0.018948078155517578
28155373	0.0843815803527832	0.02131938934326172
28155374	0.08431458473205566	0.01849222183227539
28155375	0.08464431762695312	0.019025802612304688
28155376	0.08461213111877441	0.019437313079833984
28155377	0.08510494232177734	0.019029617309570312
28155378	0.08460783958435059	0.016146183013916016
28155379	0.08599400520324707	0.01897573471069336
28155380	0.08579826354980469	0.018978118896484375
28155381	0.08627009391784668	0.019520282745361328
28155382	0.08550810813903809	0.017322063446044922
28155383	0.08594202995300293	0.018221378326416016
28155384	0.08754396438598633	0.01926708221435547
28155385	0.08756756782531738	0.019109249114990234
28155386	0.08701705932617188	0.019499778747558594
28155387	0.07503199577331543	0.019032955169677734
28155388	0.0729975700378418	0.019456863403320312
28155389	0.0737299919128418	0.020891189575195312
28155390	0.07307958602905273	0.019094467163085938
28155391	0.06953835487365723	0.012318134307861328
28155392	0.07245349884033203	0.01868915557861328
28155393	0.07285571098327637	0.019031047821044922
28155394	0.07068133354187012	0.014984607696533203
28155395	0.07358765602111816	0.020952701568603516
28155396	0.07076239585876465	0.015523433685302734
28155397	0.07249021530151367	0.01699542999267578
28155398	0.08195734024047852	0.03733539581298828
28155399	0.0740046501159668	0.019092559814453125
28155400	0.0730125904083252	0.020839214324951172
28155401	0.0684506893157959	0.00979471206665039
28155402	0.07253646850585938	0.01831340789794922
28155403	0.07350611686706543	0.020016193389892578
28155404	0.07397747039794922	0.019089698791503906
28155405	0.07375669479370117	0.020723342895507812
28155406	0.0693051815032959	0.011545658111572266
28155407	0.07327961921691895	0.01919412612915039
28155408	0.07286620140075684	0.017209529876708984
28155409	0.07369208335876465	0.020731449127197266
28155410	0.0728921890258789	0.021352767944335938
28155411	0.07317948341369629	0.020271778106689453
28155412	0.07235431671142578	0.019059181213378906
28155413	0.07314562797546387	0.020039081573486328
28155414	0.07143092155456543	0.01716470718383789
28155415	0.07219982147216797	0.018433570861816406
28155416	0.07319307327270508	0.020636558532714844
28155417	0.07341599464416504	0.019028186798095703
28155418	0.07278823852539062	0.020139694213867188
28155419	0.07003068923950195	0.013848304748535156
28155420	0.07270669937133789	0.019987106323242188
28155421	0.07210946083068848	0.019145488739013672
28155422	0.07263064384460449	0.018985271453857422
28155423	0.07208824157714844	0.019779205322265625
28155424	0.07073259353637695	0.016092300415039062
28155425	0.07273125648498535	0.020027637481689453
28155426	0.07244586944580078	0.019483566284179688
28155427	0.07130742073059082	0.017197132110595703
28155428	0.07295012474060059	0.020581722259521484
28155429	0.07246232032775879	0.019081592559814453
28155430	0.07269835472106934	0.019279956817626953
28155431	0.07087182998657227	0.019827842712402344
28155432	0.07229042053222656	0.01834583282470703
28155433	0.06810998916625977	0.011189460754394531
28155434	0.07285284996032715	0.021108150482177734
28155435	0.07239198684692383	0.01999950408935547
28155436	0.05996584892272949	0.016822338104248047
28155437	0.06049346923828125	0.020931243896484375
28155438	0.05965733528137207	0.01906442642211914
28155439	0.059474945068359375	0.019036293029785156
28155440	0.059583187103271484	0.020590782165527344
28155441	0.05713081359863281	0.02056884765625
28155442	0.05885934829711914	0.01850414276123047
28155443	0.05829143524169922	0.018766403198242188
28155444	0.058936357498168945	0.019046306610107422
28155445	0.05713391304016113	0.017151355743408203
28155446	0.054590463638305664	0.012977123260498047
28155447	0.05749177932739258	0.021305084228515625
28155448	0.06435012817382812	0.03346061706542969
28155449	0.057633399963378906	0.019072532653808594
28155450	0.05685257911682129	0.019070148468017578
28155451	0.05707287788391113	0.02039957046508789
28155452	0.0558011531829834	0.01830911636352539
28155453	0.056462764739990234	0.01999664306640625
28155454	0.05510854721069336	0.017534255981445312
28155455	0.05599260330200195	0.019071578979492188
28155456	0.05528831481933594	0.019209861755371094
28155457	0.05490517616271973	0.020995616912841797
28155458	0.05527019500732422	0.019975662231445312
28155459	0.054247140884399414	0.017188549041748047
28155460	0.05522584915161133	0.018871307373046875
28155461	0.05498790740966797	0.02093982696533203
28155462	0.07308101654052734	0.01904773712158203
28155463	0.0702066421508789	0.011654853820800781
28155464	0.0753011703491211	0.01914215087890625
28155465	0.07501029968261719	0.02019023895263672
28155466	0.07458329200744629	0.018926143646240234
28155467	0.07451415061950684	0.018491268157958984
28155468	0.07507824897766113	0.019534587860107422
28155469	0.07464003562927246	0.01878976821899414
28155470	0.07389092445373535	0.016748905181884766
28155471	0.07468152046203613	0.018009662628173828
28155472	0.07602643966674805	0.01901721954345703
28155473	0.07507634162902832	0.018781185150146484
28155474	0.07496047019958496	0.01735067367553711
28155475	0.07572817802429199	0.019597530364990234
28155476	0.0743107795715332	0.016399383544921875
28155477	0.0763702392578125	0.019057273864746094
28155478	0.07660889625549316	0.020617008209228516
28155479	0.07658529281616211	0.02051544189453125
28155480	0.0762028694152832	0.01904582977294922
28155481	0.0774223804473877	0.019756793975830078
28155482	0.07737946510314941	0.020884990692138672
28155483	0.0727686882019043	0.011571884155273438
28155484	0.0771796703338623	0.020678043365478516
28155485	0.07668685913085938	0.02187633514404297
28155486	0.07616329193115234	0.018026351928710938
28155487	0.07646059989929199	0.01905202865600586
28155488	0.04836130142211914	0.016164779663085938
28155489	0.04326176643371582	0.02388620376586914
28155490	0.0453338623046875	0.0157470703125
28155491	0.0454409122467041	0.02632761001586914
28155492	0.04157090187072754	0.010381221771240234
28155493	0.04482007026672363	0.017489910125732422
28155494	0.044640541076660156	0.019163131713867188
28155495	0.04342460632324219	0.01690673828125
28155496	0.04464554786682129	0.019426822662353516
28155497	0.04397106170654297	0.017159461975097656
28155498	0.04386544227600098	0.02101278305053711
28155499	0.04273700714111328	0.020641326904296875
28155500	0.04304194450378418	0.019974231719970703
28155501	0.042711734771728516	0.020208358764648438
28155502	0.04215359687805176	0.019144535064697266
28155503	0.0420992374420166	0.020372867584228516
28155504	0.03972458839416504	0.016452312469482422
28155505	0.04100990295410156	0.019843101501464844
28155506	0.04052448272705078	0.019552230834960938
28155507	0.040131330490112305	0.019762516021728516
28155508	0.03967928886413574	0.019556522369384766
28155509	0.037856340408325195	0.016673564910888672
28155510	0.03865957260131836	0.01922607421875
28155511	0.038640737533569336	0.019864559173583984
28155512	0.04447507858276367	0.016244888305664062
28155513	0.056839942932128906	0.02021026611328125
28155514	0.056944847106933594	0.019057273864746094
28155515	0.056731462478637695	0.01988077163696289
28155516	0.056501150131225586	0.01950216293334961
28155517	0.05664420127868652	0.019037723541259766
28155518	0.05264925956726074	0.012081623077392578
28155519	0.05691266059875488	0.019045352935791016
28155520	0.05600237846374512	0.019119739532470703
28155521	0.052041053771972656	0.011338233947753906
28155522	0.05593681335449219	0.019687652587890625
28155523	0.05546236038208008	0.01869964599609375
28155524	0.05193185806274414	0.011775970458984375
28155525	0.054839134216308594	0.017978668212890625
28155526	0.05608630180358887	0.020375728607177734
28155527	0.054012298583984375	0.016355514526367188
28155528	0.056009769439697266	0.020532608032226562
28155529	0.055262088775634766	0.019073486328125
28155530	0.05478334426879883	0.01876354217529297
28155531	0.05491924285888672	0.018972396850585938
28155532	0.055178165435791016	0.02012920379638672
28155533	0.05248260498046875	0.014173507690429688
28155534	0.054882049560546875	0.01807403564453125
28155535	0.05478072166442871	0.019481182098388672
28155536	0.054682254791259766	0.019378662109375
28155537	0.05474400520324707	0.019045352935791016
28155538	0.0707237720489502	0.019144535064697266
28155539	0.07515954971313477	0.01980304718017578
28155540	0.07439351081848145	0.01790761947631836
28155541	0.0759572982788086	0.019730567932128906
28155542	0.07542181015014648	0.018996238708496094
28155543	0.07625007629394531	0.019680023193359375
28155544	0.07604312896728516	0.01902484893798828
28155545	0.07708334922790527	0.02068471908569336
28155546	0.07704401016235352	0.01973247528076172
28155547	0.07724404335021973	0.01906442642211914
28155548	0.07803010940551758	0.02080059051513672
28155549	0.0767817497253418	0.020206451416015625
28155550	0.07562947273254395	0.01538991928100586
28155551	0.07798933982849121	0.018991947174072266
28155552	0.07873797416687012	0.020426273345947266
28155553	0.0786600112915039	0.01999664306640625
28155554	0.07924604415893555	0.020615577697753906
28155555	0.07859611511230469	0.018815040588378906
28155556	0.07996225357055664	0.02072620391845703
28155557	0.07593417167663574	0.012390613555908203
28155558	0.08078813552856445	0.019620895385742188
28155559	0.09008193016052246	0.03957223892211914
28155560	0.08086776733398438	0.020353317260742188
28155561	0.08133149147033691	0.020808696746826172
28155562	0.08156538009643555	0.020735740661621094
28155563	0.08108210563659668	0.019216060638427734
28155564	0.08172965049743652	0.018996715545654297
28155565	0.07452964782714844	0.01939678192138672
28155566	0.07447481155395508	0.019435882568359375
28155567	0.07475948333740234	0.019652366638183594
28155568	0.07477807998657227	0.019318580627441406
28155569	0.07452058792114258	0.01866912841796875
28155570	0.07502603530883789	0.019918441772460938
28155571	0.0722513198852539	0.014731407165527344
28155572	0.0755312442779541	0.019782543182373047
28155573	0.07554888725280762	0.019809246063232422
28155574	0.07588887214660645	0.02037954330444336
28155575	0.07562971115112305	0.019768714904785156
28155576	0.07563638687133789	0.01931476593017578
28155577	0.07586812973022461	0.01919269561767578
28155578	0.07563996315002441	0.018880367279052734
28155579	0.07680940628051758	0.019033432006835938
28155580	0.07657170295715332	0.020443439483642578
28155581	0.07658648490905762	0.020240306854248047
28155582	0.07440686225891113	0.01548910140991211
28155583	0.07667160034179688	0.019478797912597656
28155584	0.07761383056640625	0.020941734313964844
28155585	0.07889485359191895	0.020966053009033203
28155586	0.07941889762878418	0.011886119842529297
28155587	0.08244109153747559	0.019472599029541016
28155588	0.0833292007446289	0.01858806610107422
28155589	0.08489179611206055	0.01932525634765625
28155590	0.0840597152709961	0.019025802612304688
28155591	0.08026313781738281	0.011296272277832031
28155592	0.08509683609008789	0.020361900329589844
28155593	0.08107185363769531	0.011804580688476562
28155594	0.08456039428710938	0.018401145935058594
28155595	0.08517003059387207	0.019160747528076172
28155596	0.08538150787353516	0.019069671630859375
28155597	0.08525896072387695	0.01872539520263672
28155598	0.08436274528503418	0.015811443328857422
28155599	0.08486557006835938	0.017197608947753906
28155600	0.08555316925048828	0.017528533935546875
28155601	0.08607316017150879	0.021973133087158203
28155602	0.08653569221496582	0.020884037017822266
28155603	0.08782434463500977	0.020844459533691406
28155604	0.0875704288482666	0.02065896987915039
28155605	0.08811092376708984	0.020554542541503906
28155606	0.08518218994140625	0.014271736145019531
28155607	0.08812952041625977	0.019820213317871094
28155608	0.08821749687194824	0.01947927474975586
28155609	0.08931636810302734	0.019184112548828125
28155610	0.08507418632507324	0.017282962799072266
28155611	0.08404922485351562	0.01970672607421875
28155612	0.08406925201416016	0.019287109375
28155613	0.08337903022766113	0.020584583282470703
28155614	0.08384394645690918	0.02131509780883789
28155615	0.08427309989929199	0.021842479705810547
28155616	0.08327603340148926	0.016604900360107422
28155617	0.08455824851989746	0.020565509796142578
28155618	0.08443784713745117	0.018779754638671875
28155619	0.08480572700500488	0.017278194427490234
28155620	0.08442807197570801	0.017695903778076172
28155621	0.0854654312133789	0.020628929138183594
28155622	0.08452296257019043	0.02044057846069336
28155623	0.08462309837341309	0.017555713653564453
28155624	0.08574485778808594	0.021589279174804688
28155625	0.08636164665222168	0.01912546157836914
28155626	0.08630251884460449	0.020151615142822266
28155627	0.0869596004486084	0.01864480972290039
28155628	0.0829768180847168	0.009919166564941406
28155629	0.08739876747131348	0.021323680877685547
28155630	0.08643269538879395	0.017318248748779297
28155631	0.0695497989654541	0.019734859466552734
28155632	0.05458354949951172	0.019280433654785156
28155633	0.05330181121826172	0.018262863159179688
28155634	0.050110578536987305	0.012562274932861328
28155635	0.05341148376464844	0.019530296325683594
28155636	0.05306553840637207	0.019472599029541016
28155637	0.053482770919799805	0.01895761489868164
28155638	0.05196404457092285	0.020786762237548828
28155639	0.05281186103820801	0.01909494400024414
28155640	0.05094432830810547	0.017276763916015625
28155641	0.05173611640930176	0.020217418670654297
28155642	0.05122709274291992	0.019472122192382812
28155643	0.051026105880737305	0.020553112030029297
28155644	0.049863338470458984	0.017945289611816406
28155645	0.048039913177490234	0.015292167663574219
28155646	0.04996538162231445	0.019524574279785156
28155647	0.05003476142883301	0.02063894271850586
28155648	0.04974651336669922	0.020662307739257812
28155649	0.04892992973327637	0.019043445587158203
28155650	0.048987627029418945	0.020416736602783203
28155651	0.04842567443847656	0.019769668579101562
28155652	0.047791242599487305	0.018987178802490234
28155653	0.0476527214050293	0.01943492889404297
28155654	0.04731035232543945	0.019334793090820312
28155655	0.047380685806274414	0.020649433135986328
28155656	0.046886444091796875	0.01998138427734375
28155657	0.04548025131225586	0.017278671264648438
28155658	0.046202898025512695	0.019068241119384766
28155659	0.04618716239929199	0.019093036651611328
28155660	0.04878115653991699	0.022432804107666016
28155661	0.044747352600097656	0.011362075805664062
28155662	0.047969818115234375	0.018248558044433594
28155663	0.04476046562194824	0.012425899505615234
28155664	0.04796028137207031	0.019936561584472656
28155665	0.048183441162109375	0.02028942108154297
28155666	0.048320770263671875	0.02100849151611328
28155667	0.04772758483886719	0.019990921020507812
28155668	0.04743218421936035	0.01952981948852539
28155669	0.043161630630493164	0.01123952865600586
28155670	0.0474848747253418	0.020470619201660156
28155671	0.0469968318939209	0.01953744888305664
28155672	0.02998948097229004	0.0390172004699707
28155673	0.04684281349182129	0.01703500747680664
28155674	0.04545998573303223	0.017855167388916016
28155675	0.03695249557495117	0.02374553680419922
28155676	0.04687190055847168	0.02068185806274414
28155677	0.04644274711608887	0.019788265228271484
28155678	0.04680585861206055	0.020585060119628906
28155679	0.04606771469116211	0.019512176513671875
28155680	0.04379391670227051	0.015160083770751953
28155681	0.04535722732543945	0.021773338317871094
28155682	0.04381442070007324	0.016489505767822266
28155683	0.04622173309326172	0.020804405212402344
28155684	0.04560661315917969	0.01954936981201172
28155685	0.043601036071777344	0.03116893768310547
28155686	0.04456019401550293	0.017868518829345703
28155687	0.04554152488708496	0.019963741302490234
28155688	0.04456830024719238	0.018527507781982422
28155689	0.051255226135253906	0.014835357666015625
28155690	0.05260443687438965	0.017397403717041016
28155691	0.053415536880493164	0.019297122955322266
28155692	0.053913116455078125	0.01941680908203125
28155693	0.0538487434387207	0.019171714782714844
28155694	0.054392099380493164	0.018871784210205078
28155695	0.05366992950439453	0.02887439727783203
28155696	0.05327296257019043	0.020205020904541016
28155697	0.054584503173828125	0.02062511444091797
28155698	0.053685903549194336	0.018447399139404297
28155699	0.053952693939208984	0.017156600952148438
28155700	0.05493879318237305	0.020295143127441406
28155701	0.05448722839355469	0.019262313842773438
28155702	0.05507254600524902	0.020271778106689453
28155703	0.05330300331115723	0.016502857208251953
28155704	0.05488753318786621	0.019756793975830078
28155705	0.05115151405334473	0.011797428131103516
28155706	0.06861329078674316	0.020159244537353516
28155707	0.0786583423614502	0.021799564361572266
28155708	0.07849526405334473	0.02026987075805664
28155709	0.07780838012695312	0.0182037353515625
28155710	0.07794427871704102	0.017724990844726562
28155711	0.07717347145080566	0.015301227569580078
28155712	0.07728934288024902	0.023059368133544922
28155713	0.08040332794189453	0.02040863037109375
28155714	0.08006668090820312	0.0188446044921875
28155715	0.0768730640411377	0.012209415435791016
28155716	0.08120965957641602	0.02001667022705078
28155717	0.08129525184631348	0.019230365753173828
28155718	0.08052611351013184	0.02036428451538086
28155719	0.0815114974975586	0.01832103729248047
28155720	0.08193206787109375	0.020826339721679688
28155721	0.08653140068054199	0.027095317840576172
28155722	0.07955360412597656	0.010336875915527344
28155723	0.08404779434204102	0.020666122436523438
28155724	0.08378005027770996	0.01953268051147461
28155725	0.08366513252258301	0.018851757049560547
28155726	0.08365225791931152	0.01925039291381836
28155727	0.08534932136535645	0.020703792572021484
28155728	0.08446192741394043	0.017758846282958984
28155729	0.08618688583374023	0.020292282104492188
28155730	0.08582425117492676	0.01931142807006836
28155731	0.0794832706451416	0.019063472747802734
28155732	0.07200360298156738	0.019495487213134766
28155733	0.07042336463928223	0.016830921173095703
28155734	0.07214665412902832	0.02009439468383789
28155735	0.07015132904052734	0.01581859588623047
28155736	0.07090926170349121	0.01721334457397461
28155737	0.07133221626281738	0.018157482147216797
28155738	0.06850600242614746	0.011301517486572266
28155739	0.07291960716247559	0.02070760726928711
28155740	0.07130789756774902	0.017299175262451172
28155741	0.07113885879516602	0.021515846252441406
28155742	0.07007384300231934	0.014029979705810547
28155743	0.06958699226379395	0.012370586395263672
28155744	0.07335782051086426	0.019649982452392578
28155745	0.07363343238830566	0.020217418670654297
28155746	0.07018494606018066	0.012903690338134766
28155747	0.0740962028503418	0.020826339721679688
28155748	0.0702352523803711	0.012561798095703125
